file_name,match_type,data,teamA,teamB,who_played_first,who_played_second,neutral_venue,city,home_ground_of_team,venue,winner,winner_by_runs,winner_by_wickets,toss_winner,toss_winner_decided_to,umpire_1,umpire_2,player_of_match
2011-03-06_ODIEngSou.yaml,ODI,2011-03-06,England,South Africa,England,South Africa,yes,Chennai,none,MA Chidambaram Stadium- Chepauk,England,6,NA,England,bat,AM Saheba,SJA Taufel,RS Bopara
2011-03-06_ODIIndIre.yaml,ODI,2011-03-06,India,Ireland,Ireland,India,no,Bangalore,India,M Chinnaswamy Stadium,India,NA,5,India,field,BF Bowden,RJ Tucker,Yuvraj Singh
2011-03-07_ODICanKen.yaml,ODI,2011-03-07,Canada,Kenya,Kenya,Canada,yes,Delhi,none,Feroz Shah Kotla,Canada,NA,5,Kenya,bat,Asad Rauf,BR Doctrove,H Osinde
2011-03-08_ODINewPak.yaml,ODI,2011-03-08,New Zealand,Pakistan,New Zealand,Pakistan,yes,NA,none,Pallekele International Cricket Stadium,New Zealand,110,NA,New Zealand,bat,DJ Harper,NJ Llong,LRPL Taylor
2011-03-09_ODIIndNet.yaml,ODI,2011-03-09,India,Netherlands,Netherlands,India,no,Delhi,India,Feroz Shah Kotla,India,NA,5,Netherlands,bat,SJ Davis,BNJ Oxenford,Yuvraj Singh
2011-03-10_ODISriZim.yaml,ODI,2011-03-10,Sri Lanka,Zimbabwe,Sri Lanka,Zimbabwe,no,NA,Sri Lanka,Pallekele International Cricket Stadium,Sri Lanka,139,NA,Zimbabwe,field,M Erasmus,NJ Llong,TM Dilshan
2011-03-11_ODIBanEng.yaml,ODI,2011-03-11,Bangladesh,England,England,Bangladesh,no,Chittagong,Bangladesh,Zahur Ahmed Chowdhury Stadium,Bangladesh,NA,2,Bangladesh,field,DJ Harper,RJ Tucker,Imrul Kayes
2011-03-11_ODIIreWes.yaml,ODI,2011-03-11,Ireland,West Indies,West Indies,Ireland,yes,Chandigarh,none,Punjab Cricket Association Stadium- Mohali,West Indies,44,NA,Ireland,field,EAR de Silva,SK Tarapore,KA Pollard
2011-03-12_ODIIndSou.yaml,ODI,2011-03-12,India,South Africa,India,South Africa,no,Nagpur,India,Vidarbha Cricket Association Stadium- Jamtha,South Africa,NA,3,India,bat,IJ Gould,SJA Taufel,DW Steyn
2011-03-13_ODIAusKen.yaml,ODI,2011-03-13,Australia,Kenya,Australia,Kenya,yes,Bangalore,none,M Chinnaswamy Stadium,Australia,60,NA,Australia,bat,Asad Rauf,RA Kettleborough,CO Obuya
2011-03-13_ODICanNew.yaml,ODI,2011-03-13,Canada,New Zealand,New Zealand,Canada,yes,Mumbai,none,Wankhede Stadium,New Zealand,97,NA,Canada,field,BNJ Oxenford,SK Tarapore,BB McCullum
2011-03-14_ODIBanNet.yaml,ODI,2011-03-14,Bangladesh,Netherlands,Netherlands,Bangladesh,no,Chittagong,Bangladesh,Zahur Ahmed Chowdhury Stadium,Bangladesh,NA,6,Netherlands,bat,Aleem Dar,RJ Tucker,Imrul Kayes
2011-03-14_ODIPakZim.yaml,ODI,2011-03-14,Pakistan,Zimbabwe,Zimbabwe,Pakistan,yes,NA,none,Pallekele International Cricket Stadium,Pakistan,NA,7,Zimbabwe,bat,AL Hill,NJ Llong,Umar Gul
2011-03-15_ODIIreSou.yaml,ODI,2011-03-15,Ireland,South Africa,South Africa,Ireland,yes,Kolkata,none,Eden Gardens,South Africa,131,NA,Ireland,field,HDPK Dharmasena,BR Doctrove,JP Duminy
2011-03-16_ODIAusCan.yaml,ODI,2011-03-16,Australia,Canada,Canada,Australia,yes,Bangalore,none,M Chinnaswamy Stadium,Australia,NA,7,Canada,bat,BF Bowden,AM Saheba,SR Watson
2011-03-17_ODIEngWes.yaml,ODI,2011-03-17,England,West Indies,England,West Indies,yes,Chennai,none,MA Chidambaram Stadium- Chepauk,England,18,NA,England,bat,SJ Davis,BNJ Oxenford,JC Tredwell
2011-03-18_ODIIreNet.yaml,ODI,2011-03-18,Ireland,Netherlands,Netherlands,Ireland,yes,Kolkata,none,Eden Gardens,Ireland,NA,6,Ireland,field,BR Doctrove,IJ Gould,PR Stirling
2011-03-18_ODINewSri.yaml,ODI,2011-03-18,New Zealand,Sri Lanka,Sri Lanka,New Zealand,yes,Mumbai,none,Wankhede Stadium,Sri Lanka,112,NA,Sri Lanka,bat,Asad Rauf,RA Kettleborough,KC Sangakkara
2011-03-19_ODIAusPak.yaml,ODI,2011-03-19,Australia,Pakistan,Australia,Pakistan,yes,Colombo,none,R Premadasa Stadium,Pakistan,NA,4,Australia,bat,M Erasmus,AL Hill,Umar Akmal
2011-03-19_ODIBanSou.yaml,ODI,2011-03-19,Bangladesh,South Africa,South Africa,Bangladesh,no,Mirpur,Bangladesh,Shere Bangla National Stadium,South Africa,206,NA,South Africa,bat,Aleem Dar,DJ Harper,LL Tsotsobe
2011-03-20_ODIIndWes.yaml,ODI,2011-03-20,India,West Indies,India,West Indies,no,Chennai,India,MA Chidambaram Stadium- Chepauk,India,80,NA,India,bat,SJ Davis,SJA Taufel,Yuvraj Singh
2011-03-20_ODIKenZim.yaml,ODI,2011-03-20,Kenya,Zimbabwe,Zimbabwe,Kenya,yes,Kolkata,none,Eden Gardens,Zimbabwe,161,NA,Zimbabwe,bat,EAR de Silva,HDPK Dharmasena,CR Ervine
2011-03-23_ODIPakWes.yaml,ODI,2011-03-23,Pakistan,West Indies,West Indies,Pakistan,yes,Mirpur,none,Shere Bangla National Stadium,Pakistan,NA,10,West Indies,bat,BF Bowden,SJ Davis,Mohammad Hafeez
2011-03-24_ODIIndAus.yaml,ODI,2011-03-24,India,Australia,Australia,India,no,Ahmedabad,India,Sardar Patel Stadium- Motera,India,NA,5,Australia,bat,M Erasmus,IJ Gould,Yuvraj Singh
2011-03-25_ODINewSou.yaml,ODI,2011-03-25,New Zealand,South Africa,New Zealand,South Africa,yes,Mirpur,none,Shere Bangla National Stadium,New Zealand,49,NA,New Zealand,bat,Aleem Dar,RJ Tucker,JDP Oram
2011-03-26_ODISriEng.yaml,ODI,2011-03-26,Sri Lanka,England,England,Sri Lanka,no,Colombo,Sri Lanka,R Premadasa Stadium,Sri Lanka,NA,10,England,bat,BR Doctrove,SJA Taufel,TM Dilshan
2011-03-29_ODISriNew.yaml,ODI,2011-03-29,Sri Lanka,New Zealand,New Zealand,Sri Lanka,no,Colombo,Sri Lanka,R Premadasa Stadium,Sri Lanka,NA,5,New Zealand,bat,Aleem Dar,SJ Davis,KC Sangakkara
2011-03-30_ODIIndPak.yaml,ODI,2011-03-30,India,Pakistan,India,Pakistan,no,Chandigarh,India,Punjab Cricket Association Stadium- Mohali,India,29,NA,India,bat,IJ Gould,SJA Taufel,SR Tendulkar
2011-04-02_ODIIndSri.yaml,ODI,2011-04-02,India,Sri Lanka,Sri Lanka,India,no,Mumbai,India,Wankhede Stadium,India,NA,6,Sri Lanka,bat,Aleem Dar,SJA Taufel,MS Dhoni
2011-04-09_ODIBanAus.yaml,ODI,2011-04-09,Bangladesh,Australia,Australia,Bangladesh,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Australia,60,NA,Bangladesh,field,JD Cloete,Nadir Shah,MJ Clarke
2011-04-11_ODIBanAus.yaml,ODI,2011-04-11,Bangladesh,Australia,Bangladesh,Australia,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Australia,NA,9,Bangladesh,bat,JD Cloete,Sharfuddoula,SR Watson
2011-04-13_ODIBanAus.yaml,ODI,2011-04-13,Bangladesh,Australia,Australia,Bangladesh,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Australia,66,NA,Australia,bat,JD Cloete,Enamul Haque,MEK Hussey
2011-04-23_ODIWesPak.yaml,ODI,2011-04-23,West Indies,Pakistan,West Indies,Pakistan,no,St Lucia,West Indies,Beausejour Stadium- Gros Islet,Pakistan,NA,8,West Indies,bat,EAR de Silva,NA Malcolm,Mohammad Hafeez
2011-04-25_ODIWesPak.yaml,ODI,2011-04-25,West Indies,Pakistan,West Indies,Pakistan,no,St Lucia,West Indies,Beausejour Stadium- Gros Islet,Pakistan,NA,7,Pakistan,field,EAR de Silva,NA Malcolm,Ahmed Shehzad
2011-04-28_ODIWesPak.yaml,ODI,2011-04-28,West Indies,Pakistan,West Indies,Pakistan,no,Barbados,West Indies,Kensington Oval- Bridgetown,Pakistan,NA,3,Pakistan,field,EAR de Silva,PJ Nero,Misbah-ul-Haq
2011-05-02_ODIWesPak.yaml,ODI,2011-05-02,West Indies,Pakistan,Pakistan,West Indies,no,Barbados,West Indies,Kensington Oval- Bridgetown,West Indies,1,NA,West Indies,field,EAR de Silva,PJ Nero,Mohammad Hafeez
2011-05-05_ODIWesPak.yaml,ODI,2011-05-05,West Indies,Pakistan,Pakistan,West Indies,no,Guyana,West Indies,Providence Stadium,West Indies,NA,10,Pakistan,bat,EAR de Silva,NA Malcolm,LMP Simmons
2011-06-06_ODIWesInd.yaml,ODI,2011-06-06,West Indies,India,West Indies,India,no,Trinidad,West Indies,Queen's Park Oval- Port of Spain,India,NA,4,West Indies,bat,IJ Gould,PJ Nero,RG Sharma
2011-06-08_ODIWesInd.yaml,ODI,2011-06-08,West Indies,India,West Indies,India,no,Trinidad,West Indies,Queen's Park Oval- Port of Spain,India,NA,7,India,field,IJ Gould,PJ Nero,V Kohli
2011-06-11_ODIWesInd.yaml,ODI,2011-06-11,West Indies,India,West Indies,India,no,Antigua,West Indies,Sir Vivian Richards Stadium- North Sound,India,NA,3,India,field,IJ Gould,NA Malcolm,AD Russell
2011-06-13_ODIWesInd.yaml,ODI,2011-06-13,West Indies,India,West Indies,India,no,Antigua,West Indies,Sir Vivian Richards Stadium- North Sound,West Indies,103,NA,India,field,IJ Gould,NA Malcolm,A Martin
2011-06-16_ODIWesInd.yaml,ODI,2011-06-16,West Indies,India,India,West Indies,no,Jamaica,West Indies,Sabina Park- Kingston,West Indies,NA,7,West Indies,field,IJ Gould,JS Wilson,AD Russell
2011-06-28_ODIEngSri.yaml,ODI,2011-06-28,England,Sri Lanka,England,Sri Lanka,no,London,England,Kennington Oval,England,110,NA,Sri Lanka,field,BF Bowden,RK Illingworth,JM Anderson
2011-06-29_ODIScoNet.yaml,ODI,2011-06-29,Scotland,Netherlands,Netherlands,Scotland,no,Aberdeen,Scotland,Mannofield Park,Scotland,NA,5,Scotland,field,NG Bagh,PJ Nero,NA
2011-07-01_ODIEngSri.yaml,ODI,2011-07-01,England,Sri Lanka,Sri Lanka,England,no,Leeds,England,Headingley,Sri Lanka,69,NA,England,field,BF Bowden,RA Kettleborough,DPMD Jayawardene
2011-07-03_ODIEngSri.yaml,ODI,2011-07-03,England,Sri Lanka,England,Sri Lanka,no,London,England,Lord's,Sri Lanka,NA,6,England,bat,BF Bowden,NJ Llong,LD Chandimal
2011-07-06_ODIEngSri.yaml,ODI,2011-07-06,England,Sri Lanka,Sri Lanka,England,no,Nottingham,England,Trent Bridge,England,NA,10,England,field,BF Bowden,RK Illingworth,AN Cook
2011-07-09_ODIEngSri.yaml,ODI,2011-07-09,England,Sri Lanka,England,Sri Lanka,no,Manchester,England,Old Trafford,England,16,NA,England,bat,BF Bowden,NJ Llong,IJL Trott
2011-08-10_ODISriAus.yaml,ODI,2011-08-10,Sri Lanka,Australia,Sri Lanka,Australia,no,NA,Sri Lanka,Pallekele International Cricket Stadium,Australia,NA,7,Sri Lanka,bat,EAR de Silva,AL Hill,MG Johnson
2011-08-12_ODIZimBan.yaml,ODI,2011-08-12,Zimbabwe,Bangladesh,Bangladesh,Zimbabwe,no,NA,Zimbabwe,Harare Sports Club,Zimbabwe,NA,4,Zimbabwe,field,HDPK Dharmasena,RB Tiffin,BV Vitori
2011-08-14_ODISriAus.yaml,ODI,2011-08-14,Sri Lanka,Australia,Sri Lanka,Australia,no,Hambantota,Sri Lanka,Mahinda Rajapaksa International Cricket Stadium- Sooriyawewa,Australia,NA,8,Sri Lanka,bat,AL Hill,RSA Palliyaguruge,RT Ponting
2011-08-14_ODIZimBan.yaml,ODI,2011-08-14,Zimbabwe,Bangladesh,Bangladesh,Zimbabwe,no,NA,Zimbabwe,Harare Sports Club,Zimbabwe,NA,7,Zimbabwe,field,HDPK Dharmasena,RB Tiffin,BV Vitori
2011-08-16_ODISriAus.yaml,ODI,2011-08-16,Sri Lanka,Australia,Sri Lanka,Australia,no,Hambantota,Sri Lanka,Mahinda Rajapaksa International Cricket Stadium- Sooriyawewa,Sri Lanka,78,NA,Australia,field,Asad Rauf,REJ Martinesz,WU Tharanga
2011-08-16_ODIZimBan.yaml,ODI,2011-08-16,Zimbabwe,Bangladesh,Zimbabwe,Bangladesh,no,NA,Zimbabwe,Harare Sports Club,Zimbabwe,5,NA,Bangladesh,field,HDPK Dharmasena,RB Tiffin,Mushfiqur Rahim
2011-08-19_ODIZimBan.yaml,ODI,2011-08-19,Zimbabwe,Bangladesh,Zimbabwe,Bangladesh,no,Bulawayo,Zimbabwe,Queens Sports Club,Bangladesh,NA,6,Bangladesh,field,O Chirombe,HDPK Dharmasena,Rubel Hossain
2011-08-20_ODISriAus.yaml,ODI,2011-08-20,Sri Lanka,Australia,Sri Lanka,Australia,no,Colombo,Sri Lanka,R Premadasa Stadium,Australia,NA,5,Sri Lanka,bat,EAR de Silva,AL Hill,XJ Doherty
2011-08-21_ODIZimBan.yaml,ODI,2011-08-21,Zimbabwe,Bangladesh,Bangladesh,Zimbabwe,no,Bulawayo,Zimbabwe,Queens Sports Club,Bangladesh,93,NA,Zimbabwe,field,O Chirombe,HDPK Dharmasena,Shakib Al Hasan
2011-08-22_ODISriAus.yaml,ODI,2011-08-22,Sri Lanka,Australia,Australia,Sri Lanka,no,Colombo,Sri Lanka,R Premadasa Stadium,Sri Lanka,NA,4,Sri Lanka,field,Asad Rauf,REJ Martinesz,SL Malinga
2011-08-25_ODIIreEng.yaml,ODI,2011-08-25,Ireland,England,England,Ireland,no,Dublin,Ireland,Clontarf Cricket Club Ground,England,11,NA,Ireland,field,SJ Davis,M Hawthorne,EJG Morgan
2011-09-03_ODIEngInd.yaml,ODI,2011-09-03,England,India,India,England,no,Chester-le-Street,England,Riverside Ground,no result,NA,NA,England,field,BR Doctrove,RK Illingworth,NA
2011-09-06_ODIEngInd.yaml,ODI,2011-09-06,England,India,India,England,no,Southampton,England,The Rose Bowl,England,NA,7,England,field,RJ Bailey,BR Doctrove,AN Cook
2011-09-08_ODIZimPak.yaml,ODI,2011-09-08,Zimbabwe,Pakistan,Pakistan,Zimbabwe,no,Bulawayo,Zimbabwe,Queens Sports Club,Pakistan,5,NA,Pakistan,bat,O Chirombe,IJ Gould,Younis Khan
2011-09-09_ODIEngInd.yaml,ODI,2011-09-09,England,India,India,England,no,London,England,Kennington Oval,England,NA,3,England,field,M Erasmus,NJ Llong,RA Jadeja
2011-09-11_ODIEngInd.yaml,ODI,2011-09-11,England,India,India,England,no,London,England,Lord's,no result,NA,NA,England,field,M Erasmus,RK Illingworth,RS Bopara
2011-09-11_ODIZimPak.yaml,ODI,2011-09-11,Zimbabwe,Pakistan,Zimbabwe,Pakistan,no,NA,Zimbabwe,Harare Sports Club,Pakistan,NA,10,Zimbabwe,bat,IJ Gould,RB Tiffin,Mohammad Hafeez
2011-09-14_ODIZimPak.yaml,ODI,2011-09-14,Zimbabwe,Pakistan,Pakistan,Zimbabwe,no,NA,Zimbabwe,Harare Sports Club,Pakistan,28,NA,Zimbabwe,field,IJ Gould,RB Tiffin,Aizaz Cheema
2011-09-16_ODIEngInd.yaml,ODI,2011-09-16,England,India,India,England,no,Cardiff,England,Sophia Gardens,England,NA,6,England,field,BR Doctrove,NJ Llong,JM Bairstow
2011-09-19_ODIIreCan.yaml,ODI,2011-09-19,Ireland,Canada,Ireland,Canada,no,Dublin,Ireland,Clontarf Cricket Club Ground,Ireland,133,NA,Canada,field,NG Bagh,M Hawthorne,NA
2011-09-20_ODIIreCan.yaml,ODI,2011-09-20,Ireland,Canada,Ireland,Canada,no,Dublin,Ireland,Clontarf Cricket Club Ground,Ireland,56,NA,Ireland,bat,NG Bagh,M Hawthorne,NA
2011-10-13_ODIBanWes.yaml,ODI,2011-10-13,Bangladesh,West Indies,West Indies,Bangladesh,no,Mirpur,Bangladesh,Shere Bangla National Stadium,West Indies,40,NA,Bangladesh,field,Enamul Haque,PR Reiffel,LMP Simmons
2011-10-14_ODIIndEng.yaml,ODI,2011-10-14,India,England,India,England,no,Hyderabad,India,Rajiv Gandhi International Stadium- Uppal,India,126,NA,India,bat,BF Bowden,SK Tarapore,MS Dhoni
2011-10-15_ODIBanWes.yaml,ODI,2011-10-15,Bangladesh,West Indies,Bangladesh,West Indies,no,Mirpur,Bangladesh,Shere Bangla National Stadium,West Indies,NA,8,Bangladesh,bat,Nadir Shah,PR Reiffel,MN Samuels
2011-10-17_ODIIndEng.yaml,ODI,2011-10-17,India,England,England,India,no,Delhi,India,Feroz Shah Kotla,India,NA,8,England,bat,BF Bowden,SK Tarapore,V Kohli
2011-10-18_ODIBanWes.yaml,ODI,2011-10-18,Bangladesh,West Indies,West Indies,Bangladesh,no,Chittagong,Bangladesh,Zahur Ahmed Chowdhury Stadium,Bangladesh,NA,8,Bangladesh,field,Enamul Haque,PR Reiffel,Shakib Al Hasan
2011-10-19_ODISouAus.yaml,ODI,2011-10-19,South Africa,Australia,Australia,South Africa,no,Centurion,South Africa,SuperSport Park,Australia,93,NA,South Africa,field,JD Cloete,IJ Gould,RT Ponting
2011-10-20_ODIIndEng.yaml,ODI,2011-10-20,India,England,England,India,no,Chandigarh,India,Punjab Cricket Association Stadium- Mohali,India,NA,5,England,bat,S Asnani,BF Bowden,AM Rahane
2011-10-20_ODIZimNew.yaml,ODI,2011-10-20,Zimbabwe,New Zealand,Zimbabwe,New Zealand,no,NA,Zimbabwe,Harare Sports Club,New Zealand,NA,9,Zimbabwe,bat,BNJ Oxenford,RB Tiffin,RJ Nicol
2011-10-22_ODIZimNew.yaml,ODI,2011-10-22,Zimbabwe,New Zealand,Zimbabwe,New Zealand,no,NA,Zimbabwe,Harare Sports Club,New Zealand,NA,4,New Zealand,field,O Chirombe,BNJ Oxenford,MJ Guptill
2011-10-23_ODIIndEng.yaml,ODI,2011-10-23,India,England,England,India,no,Mumbai,India,Wankhede Stadium,India,NA,6,England,bat,S Asnani,BF Bowden,SK Raina
2011-10-23_ODISouAus.yaml,ODI,2011-10-23,South Africa,Australia,South Africa,Australia,no,Port Elizabeth,South Africa,St George's Park,South Africa,80,NA,South Africa,bat,S George,RA Kettleborough,M Morkel
2011-10-25_ODIIndEng.yaml,ODI,2011-10-25,India,England,India,England,no,Kolkata,India,Eden Gardens,India,95,NA,England,field,S Asnani,BF Bowden,RA Jadeja
2011-10-25_ODIZimNew.yaml,ODI,2011-10-25,Zimbabwe,New Zealand,New Zealand,Zimbabwe,no,Bulawayo,Zimbabwe,Queens Sports Club,Zimbabwe,NA,1,New Zealand,bat,O Chirombe,BNJ Oxenford,MN Waller
2011-10-28_ODISouAus.yaml,ODI,2011-10-28,South Africa,Australia,South Africa,Australia,no,Durban,South Africa,Kingsmead,Australia,NA,3,South Africa,bat,JD Cloete,IJ Gould,SR Watson
2011-11-11_ODIPakSri.yaml,ODI,2011-11-11,Pakistan,Sri Lanka,Sri Lanka,Pakistan,yes,NA,none,Dubai International Cricket Stadium,Pakistan,NA,8,Sri Lanka,bat,Ahsan Raza,M Erasmus,Shahid Afridi
2011-11-14_ODIPakSri.yaml,ODI,2011-11-14,Pakistan,Sri Lanka,Sri Lanka,Pakistan,yes,NA,none,Dubai International Cricket Stadium,Sri Lanka,25,NA,Sri Lanka,bat,RK Illingworth,Zameer Haider,SL Malinga
2011-11-18_ODIPakSri.yaml,ODI,2011-11-18,Pakistan,Sri Lanka,Pakistan,Sri Lanka,yes,NA,none,Dubai International Cricket Stadium,Pakistan,21,NA,Pakistan,bat,Ahsan Raza,M Erasmus,Mohammad Hafeez
2011-11-20_ODIPakSri.yaml,ODI,2011-11-20,Pakistan,Sri Lanka,Pakistan,Sri Lanka,yes,NA,none,Sharjah Cricket Stadium,Pakistan,26,NA,Pakistan,bat,RK Illingworth,Zameer Haider,Shahid Afridi
2011-11-23_ODIPakSri.yaml,ODI,2011-11-23,Pakistan,Sri Lanka,Sri Lanka,Pakistan,yes,Abu Dhabi,none,Sheikh Zayed Stadium,Pakistan,NA,3,Sri Lanka,bat,Ahsan Raza,M Erasmus,Umar Akmal
2011-11-29_ODIIndWes.yaml,ODI,2011-11-29,India,West Indies,West Indies,India,no,Cuttack,India,Barabati Stadium,India,NA,1,India,field,AL Hill,SK Tarapore,RG Sharma
2011-12-01_ODIBanPak.yaml,ODI,2011-12-01,Bangladesh,Pakistan,Bangladesh,Pakistan,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Pakistan,NA,5,Bangladesh,bat,JD Cloete,Enamul Haque,Shahid Afridi
2011-12-02_ODIIndWes.yaml,ODI,2011-12-02,India,West Indies,West Indies,India,no,Visakhapatnam,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,NA,5,India,field,AL Hill,S Ravi,V Kohli
2011-12-03_ODIBanPak.yaml,ODI,2011-12-03,Bangladesh,Pakistan,Pakistan,Bangladesh,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Pakistan,76,NA,Pakistan,bat,JD Cloete,Nadir Shah,Nasir Hossain
2011-12-05_ODIIndWes.yaml,ODI,2011-12-05,India,West Indies,West Indies,India,no,Ahmedabad,India,Sardar Patel Stadium- Motera,West Indies,16,NA,India,field,S Asnani,AL Hill,R Rampaul
2011-12-06_ODIBanPak.yaml,ODI,2011-12-06,Bangladesh,Pakistan,Pakistan,Bangladesh,no,Chittagong,Bangladesh,Zahur Ahmed Chowdhury Stadium,Pakistan,58,NA,Pakistan,bat,JD Cloete,Enamul Haque,Umar Akmal
2011-12-08_ODIIndWes.yaml,ODI,2011-12-08,India,West Indies,India,West Indies,no,Indore,India,Holkar Cricket Stadium,India,153,NA,India,bat,AL Hill,S Ravi,V Sehwag
2011-12-11_ODIIndWes.yaml,ODI,2011-12-11,India,West Indies,India,West Indies,no,Chennai,India,MA Chidambaram Stadium- Chepauk,India,34,NA,India,bat,S Asnani,AL Hill,MK Tiwary
2012-01-11_ODISouSri.yaml,ODI,2012-01-11,South Africa,Sri Lanka,South Africa,Sri Lanka,no,Paarl,South Africa,Boland Park,South Africa,258,NA,South Africa,bat,BR Doctrove,M Erasmus,M Morkel
2012-01-14_ODISouSri.yaml,ODI,2012-01-14,South Africa,Sri Lanka,Sri Lanka,South Africa,no,East London,South Africa,Buffalo Park,South Africa,NA,5,South Africa,field,BR Doctrove,S George,JP Duminy
2012-01-17_ODISouSri.yaml,ODI,2012-01-17,South Africa,Sri Lanka,Sri Lanka,South Africa,no,Bloemfontein,South Africa,Chevrolet Park,South Africa,4,NA,Sri Lanka,bat,JD Cloete,NJ Llong,F du Plessis
2012-01-20_ODISouSri.yaml,ODI,2012-01-20,South Africa,Sri Lanka,South Africa,Sri Lanka,no,Kimberley,South Africa,De Beers Diamond Oval,Sri Lanka,NA,5,South Africa,bat,JD Cloete,BR Doctrove,NLTC Perera
2012-01-22_ODISouSri.yaml,ODI,2012-01-22,South Africa,Sri Lanka,South Africa,Sri Lanka,no,Johannesburg,South Africa,New Wanderers Stadium,Sri Lanka,NA,2,Sri Lanka,field,M Erasmus,NJ Llong,KC Sangakkara
2012-02-03_ODINewZim.yaml,ODI,2012-02-03,New Zealand,Zimbabwe,New Zealand,Zimbabwe,no,Dunedin,New Zealand,University Oval,New Zealand,90,NA,Zimbabwe,field,Enamul Haque,CB Gaffaney,MJ Guptill
2012-02-05_ODIAusInd.yaml,ODI,2012-02-05,Australia,India,Australia,India,no,NA,Australia,Melbourne Cricket Ground,Australia,65,NA,India,field,NJ Llong,BNJ Oxenford,MS Wade
2012-02-06_ODINewZim.yaml,ODI,2012-02-06,New Zealand,Zimbabwe,New Zealand,Zimbabwe,no,Whangarei,New Zealand,Cobham Oval (New),New Zealand,141,NA,Zimbabwe,field,AL Hill,RJ Tucker,RJ Nicol
2012-02-08_ODIIndSri.yaml,ODI,2012-02-08,India,Sri Lanka,Sri Lanka,India,yes,Perth,none,Western Australia Cricket Association Ground,India,NA,4,Sri Lanka,bat,NJ Llong,PR Reiffel,R Ashwin
2012-02-09_ODINewZim.yaml,ODI,2012-02-09,New Zealand,Zimbabwe,New Zealand,Zimbabwe,no,Napier,New Zealand,McLean Park,New Zealand,202,NA,New Zealand,bat,GAV Baxter,Enamul Haque,BB McCullum
2012-02-10_ODIAfgPak.yaml,ODI,2012-02-10,Afghanistan,Pakistan,Afghanistan,Pakistan,yes,NA,none,Sharjah Cricket Stadium,Pakistan,NA,7,Afghanistan,bat,Shozab Raza,SJA Taufel,Shahid Afridi
2012-02-10_ODIAusSri.yaml,ODI,2012-02-10,Australia,Sri Lanka,Australia,Sri Lanka,no,Perth,Australia,Western Australia Cricket Association Ground,Australia,5,NA,Sri Lanka,field,NJ Llong,BNJ Oxenford,MJ Clarke
2012-02-12_ODIAusInd.yaml,ODI,2012-02-12,Australia,India,Australia,India,no,NA,Australia,Adelaide Oval,India,NA,4,Australia,bat,NJ Llong,PR Reiffel,G Gambhir
2012-02-13_ODIEngPak.yaml,ODI,2012-02-13,England,Pakistan,England,Pakistan,yes,Abu Dhabi,none,Sheikh Zayed Stadium,England,130,NA,England,bat,Ahsan Raza,SJA Taufel,AN Cook
2012-02-14_ODIIndSri.yaml,ODI,2012-02-14,India,Sri Lanka,Sri Lanka,India,yes,NA,none,Adelaide Oval,no result,NA,NA,Sri Lanka,bat,SD Fry,NJ Llong,MS Dhoni
2012-02-15_ODIEngPak.yaml,ODI,2012-02-15,England,Pakistan,England,Pakistan,yes,Abu Dhabi,none,Sheikh Zayed Stadium,England,20,NA,England,bat,Aleem Dar,HDPK Dharmasena,AN Cook
2012-02-17_ODIAusSri.yaml,ODI,2012-02-17,Australia,Sri Lanka,Australia,Sri Lanka,no,NA,Australia,Sydney Cricket Ground,Sri Lanka,NA,8,Australia,bat,BF Bowden,SD Fry,NLTC Perera
2012-02-18_ODIEngPak.yaml,ODI,2012-02-18,England,Pakistan,Pakistan,England,yes,NA,none,Dubai International Cricket Stadium,England,NA,9,Pakistan,bat,Aleem Dar,SJA Taufel,KP Pietersen
2012-02-18_ODIKenIre.yaml,ODI,2012-02-18,Kenya,Ireland,Ireland,Kenya,no,NA,Kenya,Mombasa Sports Club Ground,Kenya,NA,7,Ireland,bat,D Odhiambo,RB Tiffin,T Mishra
2012-02-19_ODIAusInd.yaml,ODI,2012-02-19,Australia,India,Australia,India,no,Brisbane,Australia,Brisbane Cricket Ground- Woolloongabba,Australia,110,NA,Australia,bat,BF Bowden,SJ Davis,BW Hilfenhaus
2012-02-20_ODIKenIre.yaml,ODI,2012-02-20,Kenya,Ireland,Ireland,Kenya,no,NA,Kenya,Mombasa Sports Club Ground,Ireland,117,NA,Ireland,bat,S George,RB Tiffin,EC Joyce
2012-02-21_ODIEngPak.yaml,ODI,2012-02-21,England,Pakistan,Pakistan,England,yes,NA,none,Dubai International Cricket Stadium,England,NA,4,Pakistan,bat,HDPK Dharmasena,Zameer Haider,KP Pietersen
2012-02-21_ODIIndSri.yaml,ODI,2012-02-21,India,Sri Lanka,Sri Lanka,India,yes,Brisbane,none,Brisbane Cricket Ground- Woolloongabba,Sri Lanka,51,NA,Sri Lanka,bat,BF Bowden,PR Reiffel,KMDN Kulasekara
2012-02-24_ODIAusSri.yaml,ODI,2012-02-24,Australia,Sri Lanka,Australia,Sri Lanka,no,Hobart,Australia,Bellerive Oval,Sri Lanka,NA,3,Australia,bat,BF Bowden,BNJ Oxenford,DPMD Jayawardene
