file_name,match_type,data,teamA,teamB,who_played_first,who_played_second,neutral_venue,city,home_ground_of_team,venue,winner,winner_by_runs,winner_by_wickets,toss_winner,toss_winner_decided_to,umpire_1,umpire_2,player_of_match
2007-03-16_ODIEngNew.yaml,ODI,2007-03-16,England,New Zealand,England,New Zealand,yes,St Lucia,none,Beausejour Stadium- Gros Islet,New Zealand,NA,6,New Zealand,field,Asad Rauf,RE Koertzen,SB Styris
2007-03-16_ODINetSou.yaml,ODI,2007-03-16,Netherlands,South Africa,South Africa,Netherlands,yes,St Kitts,none,Warner Park- Basseterre,South Africa,221,NA,Netherlands,field,MR Benson,AL Hill,HH Gibbs
2007-03-17_ODIBanInd.yaml,ODI,2007-03-17,Bangladesh,India,India,Bangladesh,yes,Trinidad,none,Queen's Park Oval- Port of Spain,Bangladesh,NA,5,India,bat,Aleem Dar,SJ Davis,Mashrafe Mortaza
2007-03-17_ODIIrePak.yaml,ODI,2007-03-17,Ireland,Pakistan,Pakistan,Ireland,yes,Jamaica,none,Sabina Park- Kingston,Ireland,NA,3,Ireland,field,BF Bowden,BG Jerling,NJ O'Brien
2007-03-18_ODIAusNet.yaml,ODI,2007-03-18,Australia,Netherlands,Australia,Netherlands,yes,St Kitts,none,Warner Park- Basseterre,Australia,229,NA,Australia,bat,SA Bucknor,AL Hill,BJ Hodge
2007-03-18_ODICanEng.yaml,ODI,2007-03-18,Canada,England,England,Canada,yes,St Lucia,none,Beausejour Stadium- Gros Islet,England,51,NA,Canada,field,BR Doctrove,PD Parker,PD Collingwood
2007-03-19_ODIBerInd.yaml,ODI,2007-03-19,Bermuda,India,India,Bermuda,yes,Trinidad,none,Queen's Park Oval- Port of Spain,India,257,NA,Bermuda,field,Aleem Dar,IL Howell,V Sehwag
2007-03-19_ODIWesZim.yaml,ODI,2007-03-19,West Indies,Zimbabwe,Zimbabwe,West Indies,no,Jamaica,West Indies,Sabina Park- Kingston,West Indies,NA,6,West Indies,field,IJ Gould,SJA Taufel,SC Williams
2007-03-20_ODIKenNew.yaml,ODI,2007-03-20,Kenya,New Zealand,New Zealand,Kenya,yes,St Lucia,none,Beausejour Stadium- Gros Islet,New Zealand,148,NA,Kenya,field,BR Doctrove,RE Koertzen,LRPL Taylor
2007-03-20_ODIScoSou.yaml,ODI,2007-03-20,Scotland,South Africa,Scotland,South Africa,yes,St Kitts,none,Warner Park- Basseterre,South Africa,NA,7,South Africa,field,MR Benson,EAR de Silva,GC Smith
2007-03-21_ODIBanSri.yaml,ODI,2007-03-21,Bangladesh,Sri Lanka,Sri Lanka,Bangladesh,yes,Trinidad,none,Queen's Park Oval- Port of Spain,Sri Lanka,198,NA,Bangladesh,field,SJ Davis,DJ Harper,ST Jayasuriya
2007-03-21_ODIPakZim.yaml,ODI,2007-03-21,Pakistan,Zimbabwe,Pakistan,Zimbabwe,yes,Jamaica,none,Sabina Park- Kingston,Pakistan,93,NA,Zimbabwe,field,BG Jerling,SJA Taufel,Imran Nazir
2007-03-22_ODICanNew.yaml,ODI,2007-03-22,Canada,New Zealand,New Zealand,Canada,yes,St Lucia,none,Beausejour Stadium- Gros Islet,New Zealand,114,NA,Canada,field,Asad Rauf,BR Doctrove,L Vincent
2007-03-22_ODINetSco.yaml,ODI,2007-03-22,Netherlands,Scotland,Scotland,Netherlands,yes,St Kitts,none,Warner Park- Basseterre,Netherlands,NA,8,Netherlands,field,EAR de Silva,AL Hill,WF Stelling
2007-03-23_ODIIndSri.yaml,ODI,2007-03-23,India,Sri Lanka,Sri Lanka,India,yes,Trinidad,none,Queen's Park Oval- Port of Spain,Sri Lanka,69,NA,India,field,Aleem Dar,DJ Harper,M Muralitharan
2007-03-23_ODIWesIre.yaml,ODI,2007-03-23,West Indies,Ireland,Ireland,West Indies,no,Jamaica,West Indies,Sabina Park- Kingston,West Indies,NA,8,Ireland,bat,BF Bowden,IJ Gould,S Chanderpaul
2007-03-24_ODIAusSou.yaml,ODI,2007-03-24,Australia,South Africa,Australia,South Africa,yes,St Kitts,none,Warner Park- Basseterre,Australia,83,NA,South Africa,field,MR Benson,SA Bucknor,ML Hayden
2007-03-24_ODIEngKen.yaml,ODI,2007-03-24,England,Kenya,Kenya,England,yes,St Lucia,none,Beausejour Stadium- Gros Islet,England,NA,7,Kenya,bat,RE Koertzen,PD Parker,EC Joyce
2007-03-25_ODIBanBer.yaml,ODI,2007-03-25,Bangladesh,Bermuda,Bermuda,Bangladesh,yes,Trinidad,none,Queen's Park Oval- Port of Spain,Bangladesh,NA,7,Bangladesh,field,SJ Davis,IL Howell,Mohammad Ashraful
2007-03-27_ODIWesAus.yaml,ODI,2007-03-27,West Indies,Australia,Australia,West Indies,no,Antigua,West Indies,Sir Vivian Richards Stadium- North Sound,Australia,103,NA,West Indies,field,Aleem Dar,Asad Rauf,ML Hayden
2007-03-28_ODISouSri.yaml,ODI,2007-03-28,South Africa,Sri Lanka,Sri Lanka,South Africa,yes,Guyana,none,Providence Stadium,South Africa,NA,1,Sri Lanka,bat,SA Bucknor,DJ Harper,CK Langeveldt
2007-03-29_ODIWesNew.yaml,ODI,2007-03-29,West Indies,New Zealand,West Indies,New Zealand,no,Antigua,West Indies,Sir Vivian Richards Stadium- North Sound,New Zealand,NA,7,New Zealand,field,Asad Rauf,RE Koertzen,JDP Oram
2007-03-30_ODIEngIre.yaml,ODI,2007-03-30,England,Ireland,England,Ireland,yes,Guyana,none,Providence Stadium,England,48,NA,England,bat,BR Doctrove,SJA Taufel,PD Collingwood
2007-03-31_ODIAusBan.yaml,ODI,2007-03-31,Australia,Bangladesh,Bangladesh,Australia,yes,Antigua,none,Sir Vivian Richards Stadium- North Sound,Australia,NA,10,Australia,field,Aleem Dar,BF Bowden,GD McGrath
2007-04-01_ODIWesSri.yaml,ODI,2007-04-01,West Indies,Sri Lanka,Sri Lanka,West Indies,no,Guyana,West Indies,Providence Stadium,Sri Lanka,113,NA,West Indies,field,MR Benson,DJ Harper,ST Jayasuriya
2007-04-02_ODIBanNew.yaml,ODI,2007-04-02,Bangladesh,New Zealand,Bangladesh,New Zealand,yes,Antigua,none,Sir Vivian Richards Stadium- North Sound,New Zealand,NA,9,New Zealand,field,Aleem Dar,RE Koertzen,SE Bond
2007-04-03_ODIIreSou.yaml,ODI,2007-04-03,Ireland,South Africa,Ireland,South Africa,yes,Guyana,none,Providence Stadium,South Africa,NA,7,South Africa,field,DJ Harper,SJA Taufel,JH Kallis
2007-04-04_ODIEngSri.yaml,ODI,2007-04-04,England,Sri Lanka,Sri Lanka,England,yes,Antigua,none,Sir Vivian Richards Stadium- North Sound,Sri Lanka,2,NA,England,field,Asad Rauf,BF Bowden,RS Bopara
2007-04-07_ODIBanSou.yaml,ODI,2007-04-07,Bangladesh,South Africa,Bangladesh,South Africa,yes,Guyana,none,Providence Stadium,Bangladesh,67,NA,South Africa,field,MR Benson,BR Doctrove,Mohammad Ashraful
2007-04-08_ODIAusEng.yaml,ODI,2007-04-08,Australia,England,England,Australia,yes,Antigua,none,Sir Vivian Richards Stadium- North Sound,Australia,NA,7,England,bat,BF Bowden,RE Koertzen,SW Tait
2007-04-09_ODIIreNew.yaml,ODI,2007-04-09,Ireland,New Zealand,New Zealand,Ireland,yes,Guyana,none,Providence Stadium,New Zealand,129,NA,New Zealand,bat,SA Bucknor,SJA Taufel,PG Fulton
2007-04-10_ODIWesSou.yaml,ODI,2007-04-10,West Indies,South Africa,South Africa,West Indies,no,Grenada,West Indies,National Cricket Stadium- St George's,South Africa,67,NA,West Indies,field,MR Benson,DJ Harper,AB de Villiers
2007-04-11_ODIBanEng.yaml,ODI,2007-04-11,Bangladesh,England,Bangladesh,England,yes,Barbados,none,Kensington Oval- Bridgetown,England,NA,4,England,field,SA Bucknor,SJA Taufel,SI Mahmood
2007-04-12_ODINewSri.yaml,ODI,2007-04-12,New Zealand,Sri Lanka,New Zealand,Sri Lanka,yes,Grenada,none,National Cricket Stadium- St George's,Sri Lanka,NA,6,New Zealand,bat,Asad Rauf,BR Doctrove,WPUJC Vaas
2007-04-13_ODIAusIre.yaml,ODI,2007-04-13,Australia,Ireland,Ireland,Australia,yes,Barbados,none,Kensington Oval- Bridgetown,Australia,NA,9,Australia,field,BF Bowden,RE Koertzen,GD McGrath
2007-04-14_ODINewSou.yaml,ODI,2007-04-14,New Zealand,South Africa,South Africa,New Zealand,yes,Grenada,none,National Cricket Stadium- St George's,New Zealand,NA,5,New Zealand,field,MR Benson,DJ Harper,CD McMillan
2007-04-15_ODIBanIre.yaml,ODI,2007-04-15,Bangladesh,Ireland,Ireland,Bangladesh,yes,Barbados,none,Kensington Oval- Bridgetown,Ireland,74,NA,Ireland,bat,BF Bowden,SA Bucknor,WTS Porterfield
2007-04-16_ODIAusSri.yaml,ODI,2007-04-16,Australia,Sri Lanka,Sri Lanka,Australia,yes,Grenada,none,National Cricket Stadium- St George's,Australia,NA,7,Sri Lanka,bat,Aleem Dar,BR Doctrove,NW Bracken
2007-04-17_ODIEngSou.yaml,ODI,2007-04-17,England,South Africa,England,South Africa,yes,Barbados,none,Kensington Oval- Bridgetown,South Africa,NA,9,England,bat,SA Bucknor,SJA Taufel,AJ Hall
2007-04-18_ODIIreSri.yaml,ODI,2007-04-18,Ireland,Sri Lanka,Ireland,Sri Lanka,yes,Grenada,none,National Cricket Stadium- St George's,Sri Lanka,NA,8,Sri Lanka,field,MR Benson,BR Doctrove,MF Maharoof
2007-04-19_ODIWesBan.yaml,ODI,2007-04-19,West Indies,Bangladesh,West Indies,Bangladesh,no,Barbados,West Indies,Kensington Oval- Bridgetown,West Indies,99,NA,Bangladesh,field,BF Bowden,RE Koertzen,RR Sarwan
2007-04-20_ODIAusNew.yaml,ODI,2007-04-20,Australia,New Zealand,Australia,New Zealand,yes,Grenada,none,National Cricket Stadium- St George's,Australia,215,NA,Australia,bat,Aleem Dar,Asad Rauf,ML Hayden
2007-04-21_ODIWesEng.yaml,ODI,2007-04-21,West Indies,England,West Indies,England,no,Barbados,West Indies,Kensington Oval- Bridgetown,England,NA,1,England,field,RE Koertzen,SJA Taufel,KP Pietersen
2007-04-24_ODINewSri.yaml,ODI,2007-04-24,New Zealand,Sri Lanka,Sri Lanka,New Zealand,yes,Jamaica,none,Sabina Park- Kingston,Sri Lanka,81,NA,Sri Lanka,bat,RE Koertzen,SJA Taufel,DPMD Jayawardene
2007-04-25_ODIAusSou.yaml,ODI,2007-04-25,Australia,South Africa,South Africa,Australia,yes,St Lucia,none,Beausejour Stadium- Gros Islet,Australia,NA,7,South Africa,bat,Aleem Dar,SA Bucknor,GD McGrath
2007-04-28_ODIAusSri.yaml,ODI,2007-04-28,Australia,Sri Lanka,Australia,Sri Lanka,yes,Barbados,none,Kensington Oval- Bridgetown,Australia,53,NA,Australia,bat,Aleem Dar,SA Bucknor,AC Gilchrist
2007-05-10_ODIBanInd.yaml,ODI,2007-05-10,Bangladesh,India,Bangladesh,India,no,Mirpur,Bangladesh,Shere Bangla National Stadium,India,NA,5,Bangladesh,bat,EAR de Silva,Nadir Shah,MS Dhoni
2007-05-12_ODIBanInd.yaml,ODI,2007-05-12,Bangladesh,India,India,Bangladesh,no,Mirpur,Bangladesh,Shere Bangla National Stadium,India,46,NA,India,bat,EAR de Silva,Enamul Haque,G Gambhir
2007-06-06_ODIAfrAsi.yaml,ODI,2007-06-06,Africa XI,Asia XI,Asia XI,Africa XI,yes,Bangalore,none,M Chinnaswamy Stadium,Asia XI,34,NA,Asia XI,bat,AL Hill,PD Parker,SM Pollock
2007-06-09_ODIAfrAsi.yaml,ODI,2007-06-09,Africa XI,Asia XI,Asia XI,Africa XI,yes,Chennai,none,MA Chidambaram Stadium- Chepauk,Asia XI,31,NA,Asia XI,bat,AL Hill,PD Parker,CRD Fernando
2007-06-10_ODIAfrAsi.yaml,ODI,2007-06-10,Africa XI,Asia XI,Asia XI,Africa XI,yes,Chennai,none,MA Chidambaram Stadium- Chepauk,Asia XI,13,NA,Asia XI,bat,AL Hill,PD Parker,MS Dhoni
2007-06-23_ODIIreInd.yaml,ODI,2007-06-23,Ireland,India,Ireland,India,no,Belfast,Ireland,Civil Service Cricket Club- Stormont,India,NA,9,India,field,MR Benson,BF Bowden,G Gambhir
2007-06-24_ODIIreSou.yaml,ODI,2007-06-24,Ireland,South Africa,South Africa,Ireland,no,Belfast,Ireland,Civil Service Cricket Club- Stormont,South Africa,42,NA,Ireland,field,Aleem Dar,BF Bowden,AR Cusack
2007-06-26_ODIIndSou.yaml,ODI,2007-06-26,India,South Africa,India,South Africa,yes,Belfast,none,Civil Service Cricket Club- Stormont,South Africa,NA,4,South Africa,field,Aleem Dar,MR Benson,JH Kallis
2007-06-29_ODIIndSou.yaml,ODI,2007-06-29,India,South Africa,South Africa,India,yes,Belfast,none,Civil Service Cricket Club- Stormont,India,NA,6,India,field,MR Benson,BF Bowden,SR Tendulkar
2007-07-01_ODIEngWes.yaml,ODI,2007-07-01,England,West Indies,England,West Indies,no,London,England,Lord's,England,79,NA,West Indies,field,BG Jerling,NJ Llong,FH Edwards
2007-07-01_ODIIndSou.yaml,ODI,2007-07-01,India,South Africa,South Africa,India,yes,Belfast,none,Civil Service Cricket Club- Stormont,India,NA,6,India,field,Aleem Dar,MR Benson,Yuvraj Singh
2007-07-04_ODIEngWes.yaml,ODI,2007-07-04,England,West Indies,West Indies,England,no,Birmingham,England,Edgbaston,West Indies,61,NA,England,field,BG Jerling,NJ Llong,S Chanderpaul
2007-07-07_ODIEngWes.yaml,ODI,2007-07-07,England,West Indies,West Indies,England,no,Nottingham,England,Trent Bridge,West Indies,93,NA,West Indies,bat,MR Benson,BG Jerling,DBL Powell
2007-07-13_ODINetSco.yaml,ODI,2007-07-13,Netherlands,Scotland,Scotland,Netherlands,yes,Belfast,none,Civil Service Cricket Club- Stormont,no result,NA,NA,Scotland,bat,DB Hair,Shahul Hameed,NA
2007-07-14_ODIIreWes.yaml,ODI,2007-07-14,Ireland,West Indies,Ireland,West Indies,no,Dublin,Ireland,Clontarf Cricket Club Ground,no result,NA,NA,Ireland,bat,NJ Llong,AM Saheba,NA
2007-07-20_ODISriBan.yaml,ODI,2007-07-20,Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,no,Colombo,Sri Lanka,P Saravanamuttu Stadium,Sri Lanka,70,NA,Bangladesh,field,EAR de Silva,RE Koertzen,CRD Fernando
2007-07-23_ODISriBan.yaml,ODI,2007-07-23,Sri Lanka,Bangladesh,Bangladesh,Sri Lanka,no,Colombo,Sri Lanka,R Premadasa Stadium,Sri Lanka,NA,5,Sri Lanka,field,RE Koertzen,TH Wijewardene,ST Jayasuriya
2007-07-25_ODISriBan.yaml,ODI,2007-07-25,Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,no,Colombo,Sri Lanka,R Premadasa Stadium,Sri Lanka,39,NA,Bangladesh,field,EAR de Silva,RE Koertzen,J Mubarak
2007-08-16_ODIScoInd.yaml,ODI,2007-08-16,Scotland,India,Scotland,India,no,Glasgow,Scotland,Titwood,India,NA,7,India,field,IJ Gould,IL Howell,G Gambhir
2007-08-21_ODIEngInd.yaml,ODI,2007-08-21,England,India,England,India,no,Southampton,England,The Rose Bowl,England,104,NA,India,field,MR Benson,BR Doctrove,IR Bell
2007-08-22_ODIZimSou.yaml,ODI,2007-08-22,Zimbabwe,South Africa,Zimbabwe,South Africa,no,Bulawayo,Zimbabwe,Queens Sports Club,South Africa,NA,5,Zimbabwe,bat,SJ Davis,RB Tiffin,GB Brent
2007-08-24_ODIEngInd.yaml,ODI,2007-08-24,England,India,India,England,no,Bristol,England,County Ground,India,9,NA,India,bat,BR Doctrove,IJ Gould,R Dravid
2007-08-25_ODIZimSou.yaml,ODI,2007-08-25,Zimbabwe,South Africa,Zimbabwe,South Africa,no,NA,Zimbabwe,Harare Sports Club,South Africa,NA,8,South Africa,field,SJ Davis,RB Tiffin,HH Gibbs
2007-08-26_ODIZimSou.yaml,ODI,2007-08-26,Zimbabwe,South Africa,South Africa,Zimbabwe,no,NA,Zimbabwe,Harare Sports Club,South Africa,28,NA,South Africa,bat,KC Barbour,SJ Davis,AB de Villiers
2007-08-27_ODIEngInd.yaml,ODI,2007-08-27,England,India,England,India,no,Birmingham,England,Edgbaston,England,42,NA,India,field,MR Benson,BR Doctrove,IR Bell
2007-08-30_ODIEngInd.yaml,ODI,2007-08-30,England,India,India,England,no,Manchester,England,Old Trafford,England,NA,3,India,bat,Aleem Dar,IJ Gould,SCJ Broad
2007-09-02_ODIEngInd.yaml,ODI,2007-09-02,England,India,India,England,no,Leeds,England,Headingley,India,38,NA,England,field,Aleem Dar,NJ Llong,SC Ganguly
2007-09-05_ODIEngInd.yaml,ODI,2007-09-05,England,India,England,India,no,London,England,Kennington Oval,India,NA,2,England,bat,Aleem Dar,PJ Hartley,SR Tendulkar
2007-09-08_ODIEngInd.yaml,ODI,2007-09-08,England,India,India,England,no,London,England,Lord's,England,NA,7,India,bat,Aleem Dar,IJ Gould,KP Pietersen
2007-09-29_ODIIndAus.yaml,ODI,2007-09-29,India,Australia,Australia,India,no,Bangalore,India,M Chinnaswamy Stadium,no result,NA,NA,Australia,bat,SA Bucknor,SL Shastri,NA
2007-10-01_ODISriEng.yaml,ODI,2007-10-01,Sri Lanka,England,Sri Lanka,England,no,NA,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,119,NA,Sri Lanka,bat,EAR de Silva,RE Koertzen,MF Maharoof
2007-10-02_ODIIndAus.yaml,ODI,2007-10-02,India,Australia,Australia,India,no,Kochi,India,Nehru Stadium,Australia,84,NA,India,field,SA Bucknor,SL Shastri,BJ Haddin
2007-10-04_ODISriEng.yaml,ODI,2007-10-04,Sri Lanka,England,England,Sri Lanka,no,NA,Sri Lanka,Rangiri Dambulla International Stadium,England,65,NA,England,bat,RE Koertzen,TH Wijewardene,OA Shah
2007-10-05_ODIIndAus.yaml,ODI,2007-10-05,India,Australia,Australia,India,no,Hyderabad,India,Rajiv Gandhi International Stadium- Uppal,Australia,47,NA,Australia,bat,SA Bucknor,SL Shastri,A Symonds
2007-10-08_ODIIndAus.yaml,ODI,2007-10-08,India,Australia,India,Australia,no,Chandigarh,India,Sector 16 Stadium,India,8,NA,India,bat,SA Bucknor,SL Shastri,MS Dhoni
2007-10-10_ODISriEng.yaml,ODI,2007-10-10,Sri Lanka,England,Sri Lanka,England,no,Colombo,Sri Lanka,R Premadasa Stadium,England,NA,5,Sri Lanka,bat,RE Koertzen,TH Wijewardene,AN Cook
2007-10-11_ODIIndAus.yaml,ODI,2007-10-11,India,Australia,India,Australia,no,Vadodara,India,Reliance Stadium,Australia,NA,9,India,bat,Aleem Dar,AM Saheba,MG Johnson
2007-10-13_ODISriEng.yaml,ODI,2007-10-13,Sri Lanka,England,Sri Lanka,England,no,Colombo,Sri Lanka,R Premadasa Stadium,Sri Lanka,107,NA,Sri Lanka,bat,EAR de Silva,RE Koertzen,CRD Fernando
2007-10-14_ODIIndAus.yaml,ODI,2007-10-14,India,Australia,Australia,India,no,Nagpur,India,Vidarbha Cricket Association Ground,Australia,18,NA,Australia,bat,Aleem Dar,AM Saheba,A Symonds
2007-10-17_ODIIndAus.yaml,ODI,2007-10-17,India,Australia,Australia,India,no,Mumbai,India,Wankhede Stadium,India,NA,2,Australia,bat,Aleem Dar,AM Saheba,M Kartik
2007-10-18_ODIKenCan.yaml,ODI,2007-10-18,Kenya,Canada,Canada,Kenya,no,Nairobi,Kenya,Gymkhana Club Ground,Kenya,NA,4,Kenya,field,M Erasmus,BB Pradhan,NA
2007-10-18_ODIPakSou.yaml,ODI,2007-10-18,Pakistan,South Africa,South Africa,Pakistan,no,Lahore,Pakistan,Gaddafi Stadium,South Africa,45,NA,South Africa,bat,BF Bowden,Nadeem Ghauri,AB de Villiers
2007-10-20_ODIKenCan.yaml,ODI,2007-10-20,Kenya,Canada,Canada,Kenya,no,Nairobi,Kenya,Gymkhana Club Ground,Kenya,NA,4,Canada,bat,M Erasmus,BB Pradhan,NA
2007-10-20_ODIPakSou.yaml,ODI,2007-10-20,Pakistan,South Africa,Pakistan,South Africa,no,Lahore,Pakistan,Gaddafi Stadium,Pakistan,25,NA,Pakistan,bat,Asad Rauf,BF Bowden,Mohammad Yousuf
2007-10-23_ODIPakSou.yaml,ODI,2007-10-23,Pakistan,South Africa,South Africa,Pakistan,no,Faisalabad,Pakistan,Iqbal Stadium,Pakistan,NA,6,South Africa,bat,BF Bowden,Zameer Haider,Shahid Afridi
2007-10-25_ODIKenBer.yaml,ODI,2007-10-25,Kenya,Bermuda,Bermuda,Kenya,no,Nairobi,Kenya,Gymkhana Club Ground,Kenya,NA,8,Kenya,field,IL Howell,BB Pradhan,NA
2007-10-26_ODIPakSou.yaml,ODI,2007-10-26,Pakistan,South Africa,Pakistan,South Africa,no,NA,Pakistan,Multan Cricket Stadium,South Africa,NA,7,Pakistan,bat,Aleem Dar,BF Bowden,SM Pollock
2007-10-27_ODIKenBer.yaml,ODI,2007-10-27,Kenya,Bermuda,Bermuda,Kenya,no,Nairobi,Kenya,Gymkhana Club Ground,Kenya,NA,3,Bermuda,bat,IL Howell,BB Pradhan,NA
2007-10-28_ODIKenBer.yaml,ODI,2007-10-28,Kenya,Bermuda,Bermuda,Kenya,no,Nairobi,Kenya,Gymkhana Club Ground,Kenya,NA,1,Bermuda,bat,IL Howell,BB Pradhan,NA
2007-10-29_ODIPakSou.yaml,ODI,2007-10-29,Pakistan,South Africa,South Africa,Pakistan,no,Lahore,Pakistan,Gaddafi Stadium,South Africa,14,NA,South Africa,bat,BF Bowden,Nadeem Ghauri,M Ntini
2007-11-05_ODIIndPak.yaml,ODI,2007-11-05,India,Pakistan,Pakistan,India,no,Guwahati,India,Nehru Stadium,India,NA,5,Pakistan,bat,IJ Gould,AM Saheba,MS Dhoni
2007-11-08_ODIIndPak.yaml,ODI,2007-11-08,India,Pakistan,India,Pakistan,no,Chandigarh,India,Punjab Cricket Association Stadium- Mohali,Pakistan,NA,4,India,bat,IJ Gould,SL Shastri,Younis Khan
2007-11-11_ODIIndPak.yaml,ODI,2007-11-11,India,Pakistan,India,Pakistan,no,Kanpur,India,Green Park,India,46,NA,Pakistan,field,IJ Gould,AM Saheba,Yuvraj Singh
2007-11-15_ODIIndPak.yaml,ODI,2007-11-15,India,Pakistan,Pakistan,India,no,Gwalior,India,Captain Roop Singh Stadium,India,NA,6,Pakistan,bat,BR Doctrove,AM Saheba,SR Tendulkar
2007-11-18_ODIIndPak.yaml,ODI,2007-11-18,India,Pakistan,Pakistan,India,no,Jaipur,India,Sawai Mansingh Stadium,Pakistan,31,NA,India,field,BR Doctrove,SL Shastri,Shoaib Malik
2007-11-25_ODISouNew.yaml,ODI,2007-11-25,South Africa,New Zealand,New Zealand,South Africa,no,Durban,South Africa,Kingsmead,South Africa,NA,2,South Africa,field,MR Benson,BG Jerling,AB de Villiers
2007-11-30_ODISouNew.yaml,ODI,2007-11-30,South Africa,New Zealand,South Africa,New Zealand,no,Port Elizabeth,South Africa,St George's Park,New Zealand,NA,7,South Africa,bat,MR Benson,M Erasmus,JM How
2007-11-30_ODIZimWes.yaml,ODI,2007-11-30,Zimbabwe,West Indies,Zimbabwe,West Indies,no,NA,Zimbabwe,Harare Sports Club,Zimbabwe,30,NA,West Indies,field,KC Barbour,BG Jerling,CJ Chibhabha
2007-12-02_ODISouNew.yaml,ODI,2007-12-02,South Africa,New Zealand,New Zealand,South Africa,no,Cape Town,South Africa,Newlands,South Africa,NA,5,New Zealand,bat,MR Benson,IL Howell,HH Gibbs
2007-12-02_ODIZimWes.yaml,ODI,2007-12-02,Zimbabwe,West Indies,West Indies,Zimbabwe,no,NA,Zimbabwe,Harare Sports Club,West Indies,110,NA,Zimbabwe,field,BG Jerling,RB Tiffin,RS Morton
2007-12-07_ODIZimWes.yaml,ODI,2007-12-07,Zimbabwe,West Indies,Zimbabwe,West Indies,no,Bulawayo,Zimbabwe,Queens Sports Club,West Indies,NA,5,West Indies,field,BG Jerling,RB Tiffin,JE Taylor
2007-12-14_ODIAusNew.yaml,ODI,2007-12-14,Australia,New Zealand,New Zealand,Australia,no,NA,Australia,Adelaide Oval,Australia,NA,7,New Zealand,bat,MR Benson,SJ Davis,RT Ponting
2007-12-16_ODIAusNew.yaml,ODI,2007-12-16,Australia,New Zealand,New Zealand,Australia,no,NA,Australia,Sydney Cricket Ground,no result,NA,NA,New Zealand,bat,MR Benson,SJ Davis,NA
2007-12-20_ODIAusNew.yaml,ODI,2007-12-20,Australia,New Zealand,Australia,New Zealand,no,Hobart,Australia,Bellerive Oval,Australia,114,NA,New Zealand,field,MR Benson,PD Parker,RT Ponting
2007-12-26_ODINewBan.yaml,ODI,2007-12-26,New Zealand,Bangladesh,Bangladesh,New Zealand,no,Auckland,New Zealand,Eden Park,New Zealand,NA,6,New Zealand,field,GAV Baxter,PD Parker,JM How
2007-12-28_ODINewBan.yaml,ODI,2007-12-28,New Zealand,Bangladesh,New Zealand,Bangladesh,no,Napier,New Zealand,McLean Park,New Zealand,102,NA,New Zealand,bat,AL Hill,PD Parker,PG Fulton
2007-12-31_ODINewBan.yaml,ODI,2007-12-31,New Zealand,Bangladesh,Bangladesh,New Zealand,no,NA,New Zealand,Queenstown Events Centre,New Zealand,NA,10,New Zealand,field,AL Hill,NJ Llong,DL Vettori
2008-01-20_ODISouWes.yaml,ODI,2008-01-20,South Africa,West Indies,West Indies,South Africa,no,Centurion,South Africa,SuperSport Park,South Africa,NA,6,South Africa,field,DJ Harper,RE Koertzen,JP Duminy
2008-01-21_ODIPakZim.yaml,ODI,2008-01-21,Pakistan,Zimbabwe,Pakistan,Zimbabwe,no,Karachi,Pakistan,National Stadium,Pakistan,104,NA,Zimbabwe,field,EAR de Silva,Zameer Haider,Nasir Jamshed
2008-01-24_ODIPakZim.yaml,ODI,2008-01-24,Pakistan,Zimbabwe,Zimbabwe,Pakistan,no,Sind,Pakistan,Niaz Stadium- Hyderabad,Pakistan,NA,5,Zimbabwe,bat,EAR de Silva,Nadeem Ghauri,Sohail Tanvir
2008-01-25_ODISouWes.yaml,ODI,2008-01-25,South Africa,West Indies,South Africa,West Indies,no,Cape Town,South Africa,Newlands,South Africa,86,NA,South Africa,bat,DJ Harper,BG Jerling,SM Pollock
2008-01-27_ODIPakZim.yaml,ODI,2008-01-27,Pakistan,Zimbabwe,Pakistan,Zimbabwe,no,NA,Pakistan,Multan Cricket Stadium,Pakistan,37,NA,Pakistan,bat,EAR de Silva,Nadeem Ghauri,Shahid Afridi
2008-01-27_ODISouWes.yaml,ODI,2008-01-27,South Africa,West Indies,West Indies,South Africa,no,Port Elizabeth,South Africa,St George's Park,South Africa,NA,7,West Indies,bat,DJ Harper,IL Howell,JH Kallis
2008-01-30_ODIPakZim.yaml,ODI,2008-01-30,Pakistan,Zimbabwe,Zimbabwe,Pakistan,no,Faisalabad,Pakistan,Iqbal Stadium,Pakistan,NA,7,Zimbabwe,bat,Aleem Dar,EAR de Silva,Shoaib Malik
2008-02-01_ODISouWes.yaml,ODI,2008-02-01,South Africa,West Indies,West Indies,South Africa,no,Durban,South Africa,Kingsmead,South Africa,NA,5,West Indies,bat,DJ Harper,IL Howell,AB de Villiers
2008-02-02_ODIPakZim.yaml,ODI,2008-02-02,Pakistan,Zimbabwe,Zimbabwe,Pakistan,no,NA,Pakistan,Sheikhupura Stadium,Pakistan,NA,7,Zimbabwe,bat,Aleem Dar,EAR de Silva,Younis Khan
2008-02-03_ODIAusInd.yaml,ODI,2008-02-03,Australia,India,India,Australia,no,Brisbane,Australia,Brisbane Cricket Ground- Woolloongabba,no result,NA,NA,India,bat,SJ Davis,RE Koertzen,NA
